REBEC;.\\images\\rebec.jpg;https://fr.wikipedia.org/wiki/rebec
RHOMBE;.\\images\\rhombe.jpg;https://fr.wikipedia.org/wiki/rhombe
SABAR;.\\images\\sabar.jpg;https://fr.wikipedia.org/wiki/sabar
SAMBUQUE;.\\images\\sambuque.jpg;https://fr.wikipedia.org/wiki/sambuque
SANZA;.\\images\\sanza.jpg;https://fr.wikipedia.org/wiki/sanza
SAROD;.\\images\\sarod.jpg;https://fr.wikipedia.org/wiki/sarod
SARON;.\\images\\saron.jpg;https://fr.wikipedia.org/wiki/saron
SARRUSSOPHONE;.\\images\\sarrussophone.jpg;https://fr.wikipedia.org/wiki/sarrussophone
SAXHORN;.\\images\\saxhorn.jpg;https://fr.wikipedia.org/wiki/saxhorn
SAXOPHONE;.\\images\\saxophone.jpg;https://fr.wikipedia.org/wiki/saxophone
SCIE MUSICALE;.\\images\\scie_musicale.jpg;https://fr.wikipedia.org/wiki/scie musicale
SERINETTE;.\\images\\serinette.jpg;https://fr.wikipedia.org/wiki/serinette
SIFFLET;.\\images\\sifflet.jpg;https://fr.wikipedia.org/wiki/sifflet
SISTRE;.\\images\\sistre.jpg;https://fr.wikipedia.org/wiki/sistre
SONNAILLE;.\\images\\sonnaille.jpg;https://fr.wikipedia.org/wiki/sonnaille
SOPRANO;.\\images\\soprano.jpg;https://fr.wikipedia.org/wiki/soprano
SYNTHETISEUR;.\\images\\synthetiseur1.jpg;https://fr.wikipedia.org/wiki/synthetiseur
TABLA;.\\images\\tabla.jpg;https://fr.wikipedia.org/wiki/tabla
TAMBOUR;.\\images\\tambour.jpg;https://fr.wikipedia.org/wiki/tambour
TAMBOURIN;.\\images\\tambourin.jpg;https://fr.wikipedia.org/wiki/tambourin
TIMBALE;.\\images\\timbale.jpg;https://fr.wikipedia.org/wiki/timbale
TRIANGLE;.\\images\\triangle.jpg;https://fr.wikipedia.org/wiki/triangle (instrument)
TROMBONE;.\\images\\trombone.jpg;https://fr.wikipedia.org/wiki/trombone
TROMPE;.\\images\\trompe.jpg;https://fr.wikipedia.org/wiki/trompe_de_chasse
TROMPETTE;.\\images\\trompette.jpg;https://fr.wikipedia.org/wiki/trompette
TUBA;.\\images\\tuba.jpg;https://fr.wikipedia.org/wiki/tuba
TUMBA;.\\images\\tumba.jpg;https://fr.wikipedia.org/wiki/tumba
UKULELE;.\\images\\ukulele.jpg;https://fr.wikipedia.org/wiki/ukulele
VALIHA;.\\images\\valiha.jpg;https://fr.wikipedia.org/wiki/valiha
VIELLE;.\\images\\vielle.jpg;https://fr.wikipedia.org/wiki/vielle
VIOLE;.\\images\\viole.jpg;https://fr.wikipedia.org/wiki/viole
VIOLE DE GAMBE;.\\images\\viole-de-gambe.jpg;https://fr.wikipedia.org/wiki/viole de gambe
VIOLON;.\\images\\violon.jpg;https://fr.wikipedia.org/wiki/violon
VIOLONCELLE;.\\images\\violoncelle.jpg;https://fr.wikipedia.org/wiki/violoncelle
VIOLONE;.\\images\\violone_instrument.jpg;https://fr.wikipedia.org/wiki/violone
VIRGINAL;.\\images\\virginal.jpg;https://fr.wikipedia.org/wiki/virginal
XALAM;.\\images\\xalam.jpg;https://fr.wikipedia.org/wiki/xalam
XYLOPHONE;.\\images\\xylophone.jpg;https://fr.wikipedia.org/wiki/xylophone
ZOURNA;.\\images\\zourna.jpg;https://fr.wikipedia.org/wiki/zourna
